地区名称,预报时间,温度,相对湿度,风向,风力级数,降水量,更新时间
贵州>贵阳>修文,2021/8/16 23:00,22,88,南风,2,0,20210817 230000
贵州>贵阳>息烽,2021/8/16 23:00,24,78,南风,2,0,20210817 230000
贵州>贵阳>清镇,2021/8/16 23:00,23,87,东南风,2,0,20210817 230000
贵州>贵阳>花溪,2021/8/16 23:00,23,93,南风,2,0,20210817 230000
贵州>贵阳>白云,2021/8/17 0:00,22,89,东南风,2,0,20210817 230000
贵州>贵阳>花溪,2021/8/17 0:00,23,94,南风,2,0,20210817 230000
贵州>贵阳>息烽,2021/8/17 0:00,24,78,东南风,3,0,20210818 000000
贵州>贵阳>乌当,2021/8/17 0:00,23,86,西南风,1,0,20210818 000000
贵州>贵阳>清镇,2021/8/17 0:00,22,89,东南风,2,0,20210817 230000
贵州>贵阳>修文,2021/8/17 0:00,22,89,南风,2,0,20210818 000000
贵州>贵阳>开阳,2021/8/17 0:00,21,91,东南风,2,0,20210817 230000
贵州>贵阳>乌当,2021/8/17 1:00,23,88,西南风,2,0,20210818 010000
贵州>贵阳>清镇,2021/8/17 1:00,22,90,南风,2,0,20210818 010000
贵州>贵阳>开阳,2021/8/17 1:00,21,93,南风,2,0,20210818 010000
贵州>贵阳>花溪,2021/8/17 1:00,22,96,南风,2,0,20210818 010000
贵州>贵阳>白云,2021/8/17 1:00,22,90,南风,2,0,20210818 010000
贵州>贵阳>修文,2021/8/17 1:00,22,89,南风,3,0,20210818 010000
贵州>贵阳>息烽,2021/8/17 1:00,24,80,东南风,3,0,20210818 010000
贵州>贵阳>清镇,2021/8/17 2:00,22,91,东南风,2,0,20210818 010000
贵州>贵阳>乌当,2021/8/17 2:00,23,87,南风,1,0,20210818 010000
贵州>贵阳>开阳,2021/8/17 2:00,21,93,南风,3,0,20210818 010000
贵州>贵阳>修文,2021/8/17 2:00,22,89,南风,2,0,20210818 010000
贵州>贵阳>白云,2021/8/17 2:00,22,91,东南风,2,0,20210818 020000
贵州>贵阳>花溪,2021/8/17 2:00,22,97,东南风,2,0,20210818 020000
贵州>贵阳>息烽,2021/8/17 2:00,24,80,东南风,3,0,20210818 020000
贵州>贵阳>修文,2021/8/17 3:00,22,90,南风,2,0,20210818 030000
贵州>贵阳>清镇,2021/8/17 3:00,22,91,南风,2,0,20210818 030000
贵州>贵阳>白云,2021/8/17 3:00,22,91,南风,2,0,20210818 030000
贵州>贵阳>息烽,2021/8/17 3:00,23,81,东南风,4,0,20210818 030000
贵州>贵阳>乌当,2021/8/17 3:00,23,88,南风,2,0,20210818 030000
贵州>贵阳>开阳,2021/8/17 3:00,21,94,东南风,2,0,20210818 030000
贵州>贵阳>花溪,2021/8/17 3:00,22,100,西南风,1,0.4,20210818 030000
贵州>贵阳>乌当,2021/8/17 4:00,22,96,南风,2,14.9,20210818 030000
贵州>贵阳>白云,2021/8/17 4:00,22,92,东南风,2,0,20210818 030000
贵州>贵阳>清镇,2021/8/17 4:00,22,92,东南风,2,0,20210818 040000
贵州>贵阳>修文,2021/8/17 4:00,22,89,南风,3,0,20210818 040000
贵州>贵阳>花溪,2021/8/17 4:00,22,100,东南风,2,29,20210818 030000
贵州>贵阳>开阳,2021/8/17 4:00,21,95,南风,3,0,20210818 040000
贵州>贵阳>息烽,2021/8/17 4:00,23,81,东南风,3,0,20210818 030000
贵州>贵阳>乌当,2021/8/17 5:00,22,97,西南风,1,4.6,20210818 050000
贵州>贵阳>花溪,2021/8/17 5:00,21,100,南风,2,1.1,20210818 050000
贵州>贵阳>开阳,2021/8/17 5:00,21,94,南风,3,0,20210818 050000
贵州>贵阳>白云,2021/8/17 5:00,21,94,南风,2,0.1,20210818 050000
贵州>贵阳>息烽,2021/8/17 5:00,23,80,东南风,4,0,20210818 050000
贵州>贵阳>修文,2021/8/17 5:00,22,89,南风,2,0,20210818 050000
贵州>贵阳>清镇,2021/8/17 5:00,21,94,南风,2,0.1,20210818 050000
贵州>贵阳>白云,2021/8/17 6:00,21,95,南风,2,0.4,20210818 050000
贵州>贵阳>清镇,2021/8/17 6:00,21,95,南风,2,0.4,20210818 060000
贵州>贵阳>开阳,2021/8/17 6:00,21,91,南风,3,0,20210818 060000
贵州>贵阳>修文,2021/8/17 6:00,22,90,南风,2,0,20210818 050000
贵州>贵阳>息烽,2021/8/17 6:00,23,81,东南风,3,0,20210818 060000
贵州>贵阳>乌当,2021/8/17 6:00,22,97,西风,1,2.2,20210818 060000
贵州>贵阳>花溪,2021/8/17 6:00,22,100,南风,2,0,20210818 050000
贵州>贵阳>开阳,2021/8/17 7:00,21,96,东南风,3,0.1,20210818 060000
贵州>贵阳>乌当,2021/8/17 7:00,22,96,南风,1,0,20210818 070000
贵州>贵阳>白云,2021/8/17 7:00,21,95,东南风,2,0.1,20210818 070000
贵州>贵阳>修文,2021/8/17 7:00,22,89,南风,3,0,20210818 070000
贵州>贵阳>花溪,2021/8/17 7:00,21,100,南风,2,0,20210818 070000
贵州>贵阳>息烽,2021/8/17 7:00,23,82,东南风,3,0,20210818 070000
贵州>贵阳>清镇,2021/8/17 7:00,21,95,东南风,2,0.1,20210818 070000
贵州>贵阳>乌当,2021/8/17 8:00,23,91,西南风,2,0,20210818 080000
贵州>贵阳>修文,2021/8/17 8:00,22,87,南风,3,0,20210818 080000
贵州>贵阳>息烽,2021/8/17 8:00,24,79,东南风,3,0,20210818 080000
贵州>贵阳>清镇,2021/8/17 8:00,21,94,南风,2,0,20210818 070000
贵州>贵阳>白云,2021/8/17 8:00,21,94,南风,2,0,20210818 080000
贵州>贵阳>开阳,2021/8/17 8:00,21,95,南风,3,0,20210818 080000
贵州>贵阳>花溪,2021/8/17 8:00,22,100,南风,2,0.1,20210818 080000
贵州>贵阳>开阳,2021/8/17 9:00,22,93,南风,2,0,20210818 080000
贵州>贵阳>修文,2021/8/17 9:00,23,85,南风,3,0,20210818 080000
贵州>贵阳>息烽,2021/8/17 9:00,24,77,东南风,3,0,20210818 080000
贵州>贵阳>花溪,2021/8/17 9:00,22,99,南风,2,0,20210818 080000
贵州>贵阳>清镇,2021/8/17 9:00,22,93,南风,2,0,20210818 090000
贵州>贵阳>乌当,2021/8/17 9:00,23,89,西南风,2,0,20210818 080000
贵州>贵阳>白云,2021/8/17 9:00,22,93,南风,2,0,20210818 090000
贵州>贵阳>息烽,2021/8/17 10:00,25,76,南风,2,0,20210818 100000
贵州>贵阳>开阳,2021/8/17 10:00,23,86,南风,3,0,20210818 100000
贵州>贵阳>白云,2021/8/17 10:00,23,88,东南风,2,0,20210818 100000
贵州>贵阳>修文,2021/8/17 10:00,24,81,南风,4,0,20210818 100000
贵州>贵阳>乌当,2021/8/17 10:00,24,83,西南风,2,0,20210818 100000
贵州>贵阳>花溪,2021/8/17 10:00,24,89,南风,3,0,20210818 100000
贵州>贵阳>清镇,2021/8/17 10:00,23,88,东南风,2,0,20210818 100000
贵州>贵阳>白云,2021/8/17 11:00,24,83,南风,2,0,20210818 110000
贵州>贵阳>修文,2021/8/17 11:00,24,80,西南风,2,0,20210818 110000
贵州>贵阳>乌当,2021/8/17 11:00,25,77,西南风,2,0,20210818 110000
贵州>贵阳>开阳,2021/8/17 11:00,24,78,南风,4,0,20210818 110000
贵州>贵阳>花溪,2021/8/17 11:00,25,83,南风,3,0,20210818 100000
贵州>贵阳>息烽,2021/8/17 11:00,26,69,南风,2,0,20210818 110000
贵州>贵阳>清镇,2021/8/17 11:00,24,83,南风,2,0,20210818 110000
贵州>贵阳>清镇,2021/8/17 12:00,25,77,东南风,2,0,20210818 120000
贵州>贵阳>白云,2021/8/17 12:00,25,77,东南风,2,0,20210818 110000
贵州>贵阳>乌当,2021/8/17 12:00,26,73,南风,2,0,20210818 110000
贵州>贵阳>开阳,2021/8/17 12:00,26,74,南风,4,0,20210818 110000
贵州>贵阳>花溪,2021/8/17 12:00,26,76,南风,3,0,20210818 120000
贵州>贵阳>修文,2021/8/17 12:00,24,79,南风,3,0,20210818 110000
贵州>贵阳>息烽,2021/8/17 12:00,27,68,西南风,2,0,20210818 110000
贵州>贵阳>白云,2021/8/17 13:00,25,79,东南风,2,0.1,20210818 130000
贵州>贵阳>花溪,2021/8/17 13:00,27,72,南风,3,0,20210818 130000
贵州>贵阳>息烽,2021/8/17 13:00,28,66,南风,2,0,20210818 130000
贵州>贵阳>开阳,2021/8/17 13:00,26,71,南风,4,0,20210818 130000
贵州>贵阳>修文,2021/8/17 13:00,25,72,南风,3,0,20210818 130000
贵州>贵阳>乌当,2021/8/17 13:00,28,70,南风,2,0,20210818 130000
贵州>贵阳>清镇,2021/8/17 13:00,25,79,东南风,2,0.1,20210818 130000
贵州>贵阳>花溪,2021/8/17 14:00,25,90,东南风,2,4.1,20210818 130000
贵州>贵阳>开阳,2021/8/17 14:00,25,77,东南风,3,0,20210818 130000
贵州>贵阳>乌当,2021/8/17 14:00,29,63,西南风,3,0,20210818 140000
贵州>贵阳>白云,2021/8/17 14:00,26,75,南风,2,0,20210818 130000
贵州>贵阳>清镇,2021/8/17 14:00,26,75,南风,2,0,20210818 140000
贵州>贵阳>修文,2021/8/17 14:00,26,80,南风,1,0.1,20210818 130000
贵州>贵阳>息烽,2021/8/17 14:00,29,63,东南风,2,0,20210818 130000
贵州>贵阳>白云,2021/8/17 15:00,27,69,东南风,3,0,20210818 150000
贵州>贵阳>清镇,2021/8/17 15:00,27,69,东南风,3,0,20210818 150000
贵州>贵阳>开阳,2021/8/17 15:00,26,79,东南风,2,0,20210818 150000
贵州>贵阳>修文,2021/8/17 15:00,27,69,南风,2,0,20210818 150000
贵州>贵阳>息烽,2021/8/17 15:00,30,56,西南风,2,0,20210818 150000
贵州>贵阳>乌当,2021/8/17 15:00,29,59,西南风,3,0,20210818 150000
贵州>贵阳>花溪,2021/8/17 15:00,23,90,南风,3,2.3,20210818 150000
贵州>贵阳>乌当,2021/8/17 16:00,27,65,西南风,3,0,20210818 160000
贵州>贵阳>清镇,2021/8/17 16:00,24,77,南风,2,0,20210818 160000
贵州>贵阳>开阳,2021/8/17 16:00,26,71,南风,3,0,20210818 160000
贵州>贵阳>白云,2021/8/17 16:00,24,77,南风,2,0,20210818 160000
贵州>贵阳>修文,2021/8/17 16:00,23,85,南风,3,0,20210818 150000
贵州>贵阳>息烽,2021/8/17 16:00,29,60,南风,3,0,20210818 150000
贵州>贵阳>花溪,2021/8/17 16:00,26,82,南风,3,0,20210818 150000
贵州>贵阳>息烽,2021/8/17 17:00,25,74,东南风,4,0,20210818 170000
贵州>贵阳>清镇,2021/8/17 17:00,25,78,南风,2,0,20210818 160000
贵州>贵阳>白云,2021/8/17 17:00,25,78,南风,2,0,20210818 170000
贵州>贵阳>乌当,2021/8/17 17:00,27,70,西南风,2,0,20210818 170000
贵州>贵阳>修文,2021/8/17 17:00,25,79,南风,3,0,20210818 170000
贵州>贵阳>花溪,2021/8/17 17:00,23,89,东南风,2,0,20210818 170000
贵州>贵阳>开阳,2021/8/17 17:00,21,94,南风,3,17.6,20210818 160000
贵州>贵阳>白云,2021/8/17 18:00,24,79,东南风,2,0,20210818 180000
贵州>贵阳>息烽,2021/8/17 18:00,24,79,东南风,2,0,20210818 180000
贵州>贵阳>开阳,2021/8/17 18:00,22,96,南风,3,0.5,20210818 180000
贵州>贵阳>乌当,2021/8/17 18:00,25,78,南风,2,0,20210818 170000
贵州>贵阳>花溪,2021/8/17 18:00,23,89,东南风,2,0,20210818 180000
贵州>贵阳>修文,2021/8/17 18:00,24,80,南风,2,0,20210818 180000
贵州>贵阳>清镇,2021/8/17 18:00,24,79,东南风,2,0,20210818 180000
贵州>贵阳>乌当,2021/8/17 19:00,24,77,南风,2,0,20210818 190000
贵州>贵阳>清镇,2021/8/17 19:00,23,82,南风,2,0,20210818 180000
贵州>贵阳>白云,2021/8/17 19:00,23,82,南风,2,0,20210818 180000
贵州>贵阳>开阳,2021/8/17 19:00,22,94,南风,3,0,20210818 180000
贵州>贵阳>息烽,2021/8/17 19:00,24,79,东南风,3,0,20210818 180000
贵州>贵阳>花溪,2021/8/17 19:00,22,91,东南风,2,0,20210818 180000
贵州>贵阳>修文,2021/8/17 19:00,23,80,东南风,1,0,20210818 180000
贵州>贵阳>白云,2021/8/17 20:00,22,86,东南风,2,0,20210818 200000
贵州>贵阳>清镇,2021/8/17 20:00,22,86,东南风,2,0,20210818 200000
贵州>贵阳>息烽,2021/8/17 20:00,24,77,东南风,3,0,20210818 200000
贵州>贵阳>开阳,2021/8/17 20:00,22,92,南风,3,0,20210818 200000
贵州>贵阳>花溪,2021/8/17 20:00,22,94,东南风,1,0,20210818 200000
贵州>贵阳>修文,2021/8/17 20:00,23,84,南风,2,0,20210818 200000
贵州>贵阳>乌当,2021/8/17 20:00,24,81,西南风,2,0,20210818 200000
贵州>贵阳>花溪,2021/8/17 21:00,22,95,东南风,1,0,20210818 210000
贵州>贵阳>清镇,2021/8/17 21:00,22,89,东南风,2,0,20210818 200000
贵州>贵阳>开阳,2021/8/17 21:00,21,93,南风,3,0,20210818 200000
贵州>贵阳>修文,2021/8/17 21:00,22,87,南风,2,0,20210818 210000
贵州>贵阳>乌当,2021/8/17 21:00,23,84,西南风,1,0,20210818 200000
贵州>贵阳>白云,2021/8/17 21:00,22,89,东南风,2,0,20210818 200000
贵州>贵阳>息烽,2021/8/17 21:00,24,77,东南风,3,0,20210818 200000
贵州>贵阳>息烽,2021/8/17 22:00,24,78,南风,3,0,20210818 220000
贵州>贵阳>开阳,2021/8/17 22:00,21,92,南风,3,0,20210818 220000
贵州>贵阳>花溪,2021/8/17 22:00,22,98,南风,2,0,20210818 220000
贵州>贵阳>乌当,2021/8/17 22:00,23,86,西南风,1,0,20210818 220000
贵州>贵阳>修文,2021/8/17 22:00,22,89,南风,2,0,20210818 220000
贵州>贵阳>清镇,2021/8/17 22:00,22,89,东南风,2,0,20210818 220000
贵州>贵阳>白云,2021/8/17 22:00,22,89,东南风,2,0,20210818 220000
贵州>贵阳>花溪,2021/8/17 23:00,22,98,东南风,2,0,20210818 230000
贵州>贵阳>开阳,2021/8/17 23:00,21,93,南风,3,0,20210818 230000
贵州>贵阳>白云,2021/8/17 23:00,22,88,东南风,2,0,20210818 230000
贵州>贵阳>乌当,2021/8/17 23:00,23,89,西南风,1,0,20210818 230000
贵州>贵阳>修文,2021/8/17 23:00,22,88,南风,3,0,20210818 230000
贵州>贵阳>息烽,2021/8/17 23:00,24,79,东南风,3,0,20210818 230000
贵州>贵阳>清镇,2021/8/17 23:00,22,88,东南风,2,0,20210818 230000
贵州>贵阳>清镇,2021/8/18 0:00,22,90,东南风,2,0,20210819 000000
贵州>贵阳>花溪,2021/8/18 0:00,22,98,东南风,1,0,20210819 000000
贵州>贵阳>开阳,2021/8/18 0:00,21,90,南风,3,0,20210819 000000
贵州>贵阳>息烽,2021/8/18 0:00,23,79,东南风,2,0,20210819 000000
贵州>贵阳>白云,2021/8/18 0:00,22,90,东南风,2,0,20210818 230000
贵州>贵阳>乌当,2021/8/18 0:00,22,90,东南风,1,0,20210819 000000
贵州>贵阳>修文,2021/8/18 0:00,22,89,南风,2,0,20210819 000000
贵州>贵阳>开阳,2021/8/18 1:00,21,91,南风,4,0,20210819 010000
贵州>贵阳>花溪,2021/8/18 1:00,22,98,南风,2,0,20210819 010000
贵州>贵阳>修文,2021/8/18 1:00,22,91,西南风,2,0,20210819 010000
贵州>贵阳>清镇,2021/8/18 1:00,22,91,东南风,2,0,20210819 010000
贵州>贵阳>息烽,2021/8/18 1:00,23,82,东南风,3,0,20210819 010000
贵州>贵阳>白云,2021/8/18 1:00,22,91,东南风,2,0,20210819 010000
贵州>贵阳>乌当,2021/8/18 1:00,22,92,西南风,1,0,20210819 010000
贵州>贵阳>修文,2021/8/18 2:00,22,89,南风,2,0,20210819 020000
贵州>贵阳>清镇,2021/8/18 2:00,22,92,东南风,1,0,20210819 020000
贵州>贵阳>乌当,2021/8/18 2:00,22,91,南风,1,0,20210819 020000
贵州>贵阳>开阳,2021/8/18 2:00,21,95,东南风,1,0,20210819 020000
贵州>贵阳>息烽,2021/8/18 2:00,23,82,东南风,3,0,20210819 020000
贵州>贵阳>白云,2021/8/18 2:00,22,92,东南风,1,0,20210819 020000
贵州>贵阳>花溪,2021/8/18 2:00,22,99,东南风,2,0,20210819 020000
贵州>贵阳>开阳,2021/8/18 3:00,20,97,东南风,2,0,20210819 030000
贵州>贵阳>修文,2021/8/18 3:00,22,89,南风,2,0,20210819 020000
贵州>贵阳>息烽,2021/8/18 3:00,23,82,东南风,3,0,20210819 020000
贵州>贵阳>乌当,2021/8/18 3:00,22,93,西北风,1,0,20210819 020000
贵州>贵阳>清镇,2021/8/18 3:00,22,91,东南风,2,0,20210819 030000
贵州>贵阳>花溪,2021/8/18 3:00,22,100,南风,2,0.5,20210819 020000
贵州>贵阳>白云,2021/8/18 3:00,22,91,东南风,2,0,20210819 020000
贵州>贵阳>开阳,2021/8/18 4:00,20,97,南风,2,0,20210819 030000
贵州>贵阳>花溪,2021/8/18 4:00,22,100,南风,2,0.4,20210819 040000
贵州>贵阳>清镇,2021/8/18 4:00,21,93,南风,2,0.2,20210819 040000
贵州>贵阳>息烽,2021/8/18 4:00,23,81,东南风,3,0,20210819 040000
贵州>贵阳>修文,2021/8/18 4:00,22,90,南风,2,0,20210819 040000
贵州>贵阳>乌当,2021/8/18 4:00,22,93,东风,1,0,20210819 040000
贵州>贵阳>白云,2021/8/18 4:00,21,93,南风,2,0.2,20210819 040000
贵州>贵阳>修文,2021/8/18 5:00,22,89,南风,2,0,20210819 050000
贵州>贵阳>花溪,2021/8/18 5:00,22,100,东南风,1,0.1,20210819 050000
贵州>贵阳>清镇,2021/8/18 5:00,21,94,南风,2,2.6,20210819 050000
贵州>贵阳>开阳,2021/8/18 5:00,20,97,南风,2,0,20210819 050000
贵州>贵阳>白云,2021/8/18 5:00,21,94,南风,2,2.6,20210819 050000
贵州>贵阳>乌当,2021/8/18 5:00,22,93,东南风,1,0,20210819 050000
贵州>贵阳>息烽,2021/8/18 5:00,23,81,东南风,3,0,20210819 050000
贵州>贵阳>乌当,2021/8/18 6:00,22,93,东风,1,0,20210819 060000
贵州>贵阳>清镇,2021/8/18 6:00,21,95,东南风,2,1,20210819 060000
贵州>贵阳>息烽,2021/8/18 6:00,23,80,东南风,2,0,20210819 060000
贵州>贵阳>花溪,2021/8/18 6:00,22,99,南风,2,0,20210819 060000
贵州>贵阳>开阳,2021/8/18 6:00,20,97,南风,2,0,20210819 060000
贵州>贵阳>修文,2021/8/18 6:00,22,91,南风,2,0,20210819 060000
贵州>贵阳>白云,2021/8/18 6:00,21,95,东南风,2,1,20210819 060000
贵州>贵阳>修文,2021/8/18 7:00,21,95,南风,2,3.4,20210819 070000
贵州>贵阳>开阳,2021/8/18 7:00,21,96,南风,2,0,20210819 060000
贵州>贵阳>息烽,2021/8/18 7:00,23,83,东南风,2,0,20210819 070000
贵州>贵阳>乌当,2021/8/18 7:00,22,95,西风,1,0,20210819 060000
贵州>贵阳>清镇,2021/8/18 7:00,21,95,东南风,1,0.7,20210819 070000
贵州>贵阳>白云,2021/8/18 7:00,21,95,东南风,1,0.7,20210819 060000
贵州>贵阳>花溪,2021/8/18 7:00,22,99,南风,2,0,20210819 070000
贵州>贵阳>修文,2021/8/18 8:00,22,92,南风,2,0,20210819 070000
贵州>贵阳>清镇,2021/8/18 8:00,21,94,东南风,1,0,20210819 080000
贵州>贵阳>息烽,2021/8/18 8:00,22,94,东南风,0,2,20210819 070000
贵州>贵阳>花溪,2021/8/18 8:00,22,96,南风,2,0,20210819 080000
贵州>贵阳>白云,2021/8/18 8:00,21,94,东南风,1,0,20210819 080000
贵州>贵阳>乌当,2021/8/18 8:00,23,91,东南风,1,0,20210819 080000
贵州>贵阳>开阳,2021/8/18 8:00,22,93,东南风,2,0,20210819 080000
贵州>贵阳>开阳,2021/8/18 9:00,23,82,东南风,3,0,20210819 090000
贵州>贵阳>修文,2021/8/18 9:00,23,89,南风,2,0,20210819 090000
贵州>贵阳>息烽,2021/8/18 9:00,24,88,东南风,2,0,20210819 090000
贵州>贵阳>乌当,2021/8/18 9:00,25,76,东南风,1,0,20210819 080000
贵州>贵阳>清镇,2021/8/18 9:00,22,90,东南风,2,0.1,20210819 090000
贵州>贵阳>花溪,2021/8/18 9:00,24,88,东南风,2,0,20210819 090000
贵州>贵阳>白云,2021/8/18 9:00,22,90,东南风,2,0.1,20210819 080000
贵州>贵阳>清镇,2021/8/18 10:00,24,80,南风,2,0,20210819 100000
贵州>贵阳>乌当,2021/8/18 10:00,25,71,西南风,2,0,20210819 100000
贵州>贵阳>修文,2021/8/18 10:00,24,81,南风,3,0,20210819 100000
贵州>贵阳>开阳,2021/8/18 10:00,25,78,南风,3,0,20210819 100000
贵州>贵阳>息烽,2021/8/18 10:00,27,70,东南风,3,1.7,20210819 090000
贵州>贵阳>花溪,2021/8/18 10:00,25,78,东南风,3,0,20210819 090000
贵州>贵阳>白云,2021/8/18 10:00,24,80,南风,2,0,20210819 100000
贵州>贵阳>修文,2021/8/18 11:00,25,76,南风,3,0,20210819 100000
贵州>贵阳>乌当,2021/8/18 11:00,27,63,东南风,3,0,20210819 100000
贵州>贵阳>白云,2021/8/18 11:00,24,77,南风,2,0,20210819 110000
贵州>贵阳>息烽,2021/8/18 11:00,27,66,西南风,2,0,20210819 110000
贵州>贵阳>开阳,2021/8/18 11:00,25,77,南风,3,0,20210819 110000
贵州>贵阳>清镇,2021/8/18 11:00,24,77,南风,2,0,20210819 110000
贵州>贵阳>花溪,2021/8/18 11:00,25,79,南风,3,0,20210819 110000
贵州>贵阳>开阳,2021/8/18 12:00,25,73,南风,3,0,20210819 120000
贵州>贵阳>花溪,2021/8/18 12:00,27,71,南风,2,0,20210819 120000
贵州>贵阳>息烽,2021/8/18 12:00,27,66,南风,1,0,20210819 120000
贵州>贵阳>修文,2021/8/18 12:00,25,74,南风,2,0,20210819 120000
贵州>贵阳>乌当,2021/8/18 12:00,27,69,西南风,3,0,20210819 120000
贵州>贵阳>白云,2021/8/18 12:00,26,69,南风,2,0,20210819 120000
贵州>贵阳>清镇,2021/8/18 12:00,26,69,南风,2,0,20210819 110000
贵州>贵阳>修文,2021/8/18 13:00,26,68,南风,2,0,20210819 130000
贵州>贵阳>白云,2021/8/18 13:00,26,68,南风,2,0,20210819 130000
贵州>贵阳>开阳,2021/8/18 13:00,26,68,东南风,3,0,20210819 130000
贵州>贵阳>清镇,2021/8/18 13:00,26,68,南风,2,0,20210819 130000
贵州>贵阳>息烽,2021/8/18 13:00,28,61,西南风,2,0,20210819 130000
贵州>贵阳>乌当,2021/8/18 13:00,28,63,东南风,2,0,20210819 130000
贵州>贵阳>花溪,2021/8/18 13:00,27,71,南风,2,0,20210819 130000
贵州>贵阳>花溪,2021/8/18 14:00,27,67,南风,3,0,20210819 140000
贵州>贵阳>开阳,2021/8/18 14:00,27,65,南风,3,0,20210819 140000
贵州>贵阳>乌当,2021/8/18 14:00,29,58,南风,3,0,20210819 130000
贵州>贵阳>修文,2021/8/18 14:00,26,76,南风,2,0,20210819 130000
贵州>贵阳>白云,2021/8/18 14:00,27,65,南风,2,0,20210819 140000
贵州>贵阳>息烽,2021/8/18 14:00,28,59,东南风,3,0,20210819 140000
贵州>贵阳>清镇,2021/8/18 14:00,27,65,南风,2,0,20210819 140000
贵州>贵阳>修文,2021/8/18 15:00,28,61,西南风,3,0,20210819 150000
贵州>贵阳>花溪,2021/8/18 15:00,29,61,南风,3,0,20210819 150000
贵州>贵阳>乌当,2021/8/18 15:00,29,60,东南风,2,0,20210819 150000
贵州>贵阳>息烽,2021/8/18 15:00,29,55,西南风,2,0,20210819 150000
贵州>贵阳>开阳,2021/8/18 15:00,26,69,东南风,3,0,20210819 150000
贵州>贵阳>白云,2021/8/18 15:00,28,62,南风,2,0,20210819 150000
贵州>贵阳>清镇,2021/8/18 15:00,28,62,南风,2,0,20210819 150000
贵州>贵阳>修文,2021/8/18 16:00,26,71,西南风,2,0,20210819 160000
贵州>贵阳>乌当,2021/8/18 16:00,30,58,东风,2,0,20210819 150000
贵州>贵阳>花溪,2021/8/18 16:00,29,57,南风,2,0,20210819 160000
贵州>贵阳>清镇,2021/8/18 16:00,27,65,南风,3,0,20210819 150000
贵州>贵阳>白云,2021/8/18 16:00,27,65,南风,3,0,20210819 160000
贵州>贵阳>息烽,2021/8/18 16:00,28,65,西风,2,0,20210819 150000
贵州>贵阳>开阳,2021/8/18 16:00,27,62,南风,3,0,20210819 160000
贵州>贵阳>清镇,2021/8/18 17:00,27,67,西南风,1,0,20210819 170000
贵州>贵阳>乌当,2021/8/18 17:00,29,61,东风,2,0,20210819 170000
贵州>贵阳>息烽,2021/8/18 17:00,30,59,北风,1,0,20210819 170000
贵州>贵阳>花溪,2021/8/18 17:00,29,56,南风,3,0,20210819 170000
贵州>贵阳>开阳,2021/8/18 17:00,28,60,南风,2,0,20210819 160000
贵州>贵阳>白云,2021/8/18 17:00,27,67,西南风,1,0,20210819 160000
贵州>贵阳>修文,2021/8/18 17:00,26,69,西南风,2,0,20210819 170000
贵州>贵阳>花溪,2021/8/18 18:00,28,63,西南风,2,0,20210819 180000
贵州>贵阳>修文,2021/8/18 18:00,28,60,南风,2,0,20210819 180000
贵州>贵阳>白云,2021/8/18 18:00,28,57,东南风,2,0,20210819 180000
贵州>贵阳>清镇,2021/8/18 18:00,28,57,东南风,2,0,20210819 170000
贵州>贵阳>乌当,2021/8/18 18:00,25,81,东南风,2,1.7,20210819 180000
贵州>贵阳>息烽,2021/8/18 18:00,28,57,南风,2,0,20210819 180000
贵州>贵阳>开阳,2021/8/18 18:00,26,69,东南风,2,0,20210819 180000
贵州>贵阳>花溪,2021/8/18 19:00,27,69,东南风,2,0,20210819 180000
贵州>贵阳>修文,2021/8/18 19:00,25,68,东风,2,0,20210819 180000
贵州>贵阳>开阳,2021/8/18 19:00,22,88,西南风,3,9.2,20210819 180000
贵州>贵阳>息烽,2021/8/18 19:00,27,62,东南风,4,0,20210819 180000
贵州>贵阳>乌当,2021/8/18 19:00,24,92,东南风,1,3.5,20210819 190000
贵州>贵阳>清镇,2021/8/18 19:00,25,72,东风,2,0,20210819 190000
贵州>贵阳>白云,2021/8/18 19:00,25,72,东风,2,0,20210819 180000
贵州>贵阳>白云,2021/8/18 20:00,24,77,东风,1,0,20210819 200000
贵州>贵阳>息烽,2021/8/18 20:00,25,69,东南风,2,0,20210819 200000
贵州>贵阳>花溪,2021/8/18 20:00,25,74,东风,2,0,20210819 200000
贵州>贵阳>清镇,2021/8/18 20:00,24,77,东风,1,0,20210819 200000
贵州>贵阳>修文,2021/8/18 20:00,24,74,东风,2,0,20210819 200000
贵州>贵阳>乌当,2021/8/18 20:00,23,95,南风,1,7.3,20210819 200000
贵州>贵阳>开阳,2021/8/18 20:00,21,94,南风,2,2,20210819 200000
贵州>贵阳>清镇,2021/8/18 21:00,24,79,东风,1,0,20210819 200000
贵州>贵阳>乌当,2021/8/18 21:00,22,96,南风,1,0.2,20210819 210000
贵州>贵阳>修文,2021/8/18 21:00,24,75,东风,2,0,20210819 210000
贵州>贵阳>开阳,2021/8/18 21:00,21,90,南风,2,0.4,20210819 210000
贵州>贵阳>息烽,2021/8/18 21:00,24,75,南风,1,0,20210819 210000
贵州>贵阳>花溪,2021/8/18 21:00,25,81,东南风,1,0,20210819 210000
贵州>贵阳>白云,2021/8/18 21:00,24,79,东风,1,0,20210819 210000
贵州>贵阳>乌当,2021/8/18 22:00,22,96,南风,1,0,20210819 220000
贵州>贵阳>清镇,2021/8/18 22:00,23,82,东南风,1,0,20210819 220000
贵州>贵阳>息烽,2021/8/18 22:00,24,79,西南风,2,0,20210819 220000
